sentence|category
How many times have you done this?|1
How many times did you talk to Tom last week?|2
How often have you been vomiting?|1
What is the command form of haber?|1
How are things going with your boyfriend?|1
How's your project going?|1
How late will you stay up?|1
How long is this river?|1
How long is the border between Germany and Austria?|2
How long should we let him talk before he makes a complete fool of himself?|2
How long will it take for the mistake to be noticed?|2
How long will you stay here?|1
How long was Tom there?|1
How long had you been sick before you saw the doctor?|2
How long have you been away?|1
How long do you need to stay in Boston?|2
How long has Tom studied French?|1
How long have you been living in Sweden?|1
When was the last time you visited the dentist?|2
How long has it been since we've seen each other?|2
How long did you talk to Tom?|1
How long did it take you to do that? Only thirty minutes.|2
How long did you talk to Tom?|1
How long did you talk to Tom?|1
How late do you stay open?|1
How long do you think it'll take to get to Boston?|2
How long will it be before we reach our goal?|2
How long will it take to finish the work?|2
How long does it take you to get ready in the morning?|2
How long does it take for a veterinarian to examine a horse?|2
How much time do we need?|1
How long will Tom be staying here?|1
How long have you been away?|1
How long has Tom been working as a French teacher?|2
How can you eat so much?|1
How could Tom do this to us?|1
How could you?|1
How could you do such a thing to me?|2
How could I have been so stupid?|1
How could I help it?|1
How could I ever forget you?|1
How could this have happened?|1
How can we prove that?|1
How do dolphins eat sardines if they can't even open the can?|2
Why is it that you're always late?|1
I wonder why Tom looks so depressed.|1
How do you get along with Tom?|1
What makes you think Tom has never done that?|2
What makes you think that everyone is conspiring against you?|2
What makes you think that your house is haunted?|2
How can I get to the zoo from here?|2
How dare you exile me at the end of this sentence? asked Tom.|2
How can I convince Tom to spend more time with me?|2
How can I print my curriculum vitae?|1
How can I improve my English?|1
How can I become smarter?|1
How else can I help you?|1
I wonder what made Tom think Mary didn't have to do that?|2
How was that decision made?|1
How cold is Canada?|1
Like anyone who knows anything, I'm full of doubt.|2
How's Tom's French? Pretty good.|1
What's it like being Tom's girlfriend?|1
How did he become a singer?|1
How did you manage to escape?|1
How's that possible?|1
How did it go yesterday at the interview?|1
As you already know.|1
As I must confess to my shame, I lied.|2
What's this magazine's circulation?|1
What is the circulation of this magazine?|1
What's Tom's teacher's name?|1
What's Tom's teacher's name?|1
What's Mary's boyfriend's name? She doesn't even have one!|2
What's the last day of the year called?|1
What do you call the last day of the year?|2
What is the name of this river?|1
What's your daughter's name?|1
What's the name of the song that Tom is singing?|2
What's the word for that in Māori?|1
What are your cats' names?|1
What are your cats' names?|1
What are your parents' names?|1
How did Tom get you to help him clean the garage?|2
What did we need to do to prevent this from happening again?|2
How did life begin?|1
How did life begin?|1
How did you sleep last night? Not very well.|2
How did you reply?|1
How did you change your clothes so quickly?|1
How did you hurt your neck?|1
How did you make it?|1
How did you achieve that?|1
How are you holding up?|1
How did you lose it?|1
What's your decision?|1
How well do you know Tom?|1
How big is this screen?|1
How are you? I'm fine. You? I'm fine too.|2
How's it going with you and Tom?|1
How are you and the family doing?|1
How's the family?|1
How do you cope with so many people disliking you?|2
How do you like Texas so far?|1
How fluent do you have to be in each language to be considered a true polyglot?|2
How do you find your washing machine?|1
What did you think of Tom's house?|1
How closely related are the Semitic and Berber language families?|2
How self-centric do you have to be to do something like that?|2
What do you mean you don't know?!|1
How stupid he is!|1
What do you think of war?|1
How is it possible to reconcile work and private life?|2
How did you arrive at this conclusion?|1
How did you get across the river?|1
How does he gain his living?|1
There are things in the Torah that don't look great to a modern reader, just as there are in the Christian and Muslim scriptures.|3
However that's only for handsome men.|1
How old were you when the war broke out?|2
How old were you when you moved to Boston?|2
How old were your kids when you moved to Boston?|2
How old are they now?|1
How old is this temple?|1
What age are you?|1
Whose car is this?|1
Why don't you just sell it?|1
Who's going to pay for all of this?|1
Who will do it?|1
Who will be the next pope?|1
Who wants to bring up their kids in a place like this?|2
Who wants to bring their kids up in a place like this?|2
Who was still in the office when you left? No one.|2
Who was still in the office when you left? No one.|2
Who was still in the office when you left? No one.|2
Who else is on that list?|1
Who sponsored the race?|1
Who is that sitting under that tree?|1
Finders keepers!|1
It's a poor workman who blames his tools.|1
Who's more talkative, Tom or Mary?|1
Who will score the first goal tonight?|1
Who is to say that what we did is wrong?|2
Who could blame me?|1
Who could forget it?|1
One who doesn't make a decision is making a wrong decision.|2
Who can speak English better, Yoko or Yumi?|1
Who's the mayor now?|1
Who's the fastest one here?|1
Who is he and what's his name?|1
Who is that gentleman?|1
Who's the goalie?|1
Who's the goalie?|1
Who is the boy acting the part of Peter Pan?|2
Who's that boy standing at the door?|1
Who is that gentleman to whom he is speaking?|2
Who's the owner of the cafe?|1
Who's the owner of the cafe?|1
Who's the author of this story?|1
Who is your English teacher?|1
Who is your Chinese teacher?|1
Who's your best mate?|1
Who's the girl at the door?|1
Who is he? Do I know him?|1
Who's older, you or Tom?|1
Who sings in the summer, works in the winter.|2
Who else has a key?|1
Who took the car?|1
Who hasn't dreamt of having their own personal chef?|2
Who spoke with Tom?|1
Who saw me?|1
Who ended up paying the bill?|1
Who gave her my address?|1
Who told you that I would work without pay?|2
Who gave that to you?|1
Who did it?|1
Who built it?|1
Who started this rumor?|1
Who paid for these tickets?|1
Who paid for these tickets?|1
Who invented the typewriter?|1
Who turned the air conditioner off?|1
Who turned off the air conditioner?|1
Who has the main role?|1
Who bit you?|1
Who hired you?|1
Who invented the All-Powerful Sentence Deduplicating Horus?|1
Who asked Tom to do that?|1
Who invented the clipboard?|1
Who fixed the window?|1
Thinking you're not susceptible to mind control actually makes you susceptible to mind control.|2
Who will host the party?|1
Throw him to the lions! said the princess.|1
Those who know nothing of foreign languages know nothing of their own.|2
Just because someone understands a language doesn't mean they can speak it.|2
Don't get smart with me, or you'll get a black eye!|2
Don't you ever get jealous?|1
Who doesn't value the penny isn't worth the dollar.|2
Who do you think is familiar with this matter?|2
Don't grow up. It's a trap!|1
Don't become old. It's not good to be old.|2
Get a life!|1
Whoever came up with this idea must be a genius.|2
Who will take me to the airport?|1
Who teaches you German?|1
Who says Tom knew?|1
Whoever claims to be happier than I am now lies.|2
He who wants to travel the path of wisdom must not fear failure, for no matter how much progress he makes, his goal remains unattainably far off.|3
Whoever phones, tell them I'm out.|1
If two people have the same opinion, one of them is redundant.|2
If we work together, we should be able to finish this much more quickly.|2
If we'd done what Tom asked us to do, we'd probably be dead now.|2
If we wait for thirty minutes before leaving, we can avoid the rush hour traffic.|2
If we want to achieve something, we have to take risks.|2
If we repeat a lie again and again, it will not become true, but more and more people will believe it.|3
Knowing the history of big games and big tournaments makes us more interested in understanding the fascinating game of chess.|2
When Tom cries, Mary starts crying, too.|1
If Tom hadn't been injured, he might've won.|1
If Tom really liked me, he wouldn't have done that.|2
By the time Tom gets here, I'll already be gone.|2
When Tom speaks French, you can tell he's from Canada.|2
When Tom speaks French, you can tell he's from Australia.|2
If Tom does that, I'll eat my hat.|1
If Tom can do it, so can I.|1
If you wish, you can go.|1
If you play chess, you know that a pawn can earn the right to become a bishop, a knight, a rook or a queen.|3
