sentence|category
Wir können nicht mehr zurück.|1
Wir können nicht bei jeder Raststätte haltmachen.|1
Wir können Gewalt nicht leiden.|1
Wir können es nicht riskieren.|1
Wir können es leider nicht ändern.|1
Wir können dir helfen.|1
Wir können das nicht richten, indem wir Sachen verkaufen!|2
Wir können das nicht dem Zufall überlassen.|1
Wir kommen nicht weiter.|1
Wir kommen jeden Tag hierher.|1
Wir kommen aus Russland.|1
Wir klatschten in die Hände.|1
Wir kämpfen gegen einen Feind, den wir nicht kennen.|2
Wir kamen dort vor der Mittagsstunde an.|1
Wir jagen einem idealen Leben hinterher, weil wir in uns den Anfang und die Möglichkeit dazu haben.|2
Wir ignorieren Tom einfach.|1
Wir hörten das Echo unserer Stimmen von der anderen Seite des Tales.|2
Wir hoffen, uns im Laufe der Zeit zu steigern.|2
Wir hoffen, dich wieder zu treffen.|1
Wir hoffen, dass Tom bald gesundet.|1
Wir hielten zu Tom.|1
Wir hielten die Augen geschlossen.|1
Wir hatten viel zu feiern.|1
Wir hätten unsere Jobs verlieren können.|1
Wir hatten uns auf einen Preis geeinigt; später sollte es aber zehn Dollar mehr kosten.|2
Wir hätten sterben können.|1
Wir hatten Spaß am Einkauf.|1
Wir hatten nichts gemein.|1
Wir hatten letztes Jahr einen ähnlichen Fall.|1
Wir hatten keine Zeit zu verlieren.|1
Wir hatten keinen guten Plan.|1
Wir hatten keinen Beweis.|1
Wir hatten keine Ahnung, was Tom und Maria vorhatten.|2
Wir hatten jede Menge Zeit.|1
Wir hatten in diesem Jahr eine Rekordernte.|1
Wir hätten heiraten sollen.|1
Wir hätten geholfen, wenn Sie gefragt hätten.|1
Wir hätten die Flugtickets gekauft, wenn der Preis etwas niedriger gewesen wäre.|2
Wir harren auf dich.|1
Wir haben zwei Hunde, drei Katzen und einen Papagei.|2
Wir haben zwei Hunde, drei Katzen und einen Papagei.|2
Wir haben zwei Fernsehgeräte.|1
Wir haben zum Spielen keine Zeit.|1
Wir haben Zeit. Es besteht keine Eile.|1
Wir haben viele wichtige Tatsachen übersehen.|1
Wir haben viele Kaffeesorten.|1
Wir haben viele gute Freunde.|1
Wir haben versucht, ihn zu überzeugen.|1
Wir haben vergessen, unser Haus abzuschließen.|1
Wir haben uns von Tom fotografieren lassen.|1
Wir haben uns schon nach dir umgesehen!|1
Wir haben uns ganz gut geschlagen.|1
Wir haben unser Haus in Boston verkauft.|1
Wir haben unser Haus gestern verkauft.|1
Wir haben unseren Stolz.|1
Wir haben unseren Hund gestern Nacht drinnen schlafen lassen.|2
Wir haben unseren Hund drinnen schlafen lassen.|1
Wir haben unseren Fahrer entlassen.|1
Wir haben unseren Bus verpasst.|1
Wir haben unsere Miete schon bezahlt.|1
Wir haben unsere Hausaufgaben nicht gemacht.|1
Wir haben unsere Haltestelle verpasst.|1
Wir haben unsere Fahrerin entlassen.|1
Wir haben unsere Arbeit gemacht.|1
Wir haben uns endlich auf einen Namen für unser Kind geeinigt.“ – Lass mich raten! Tom, stimmt’s?“ – Falsch! Johannes.“|2
Wir haben uns die ganze Nacht unterhalten.|1
Wir haben uns den Kopf rasiert.|1
Wir haben uns beide die Beine gebrochen.|1
Wir haben traditionell in der Kirche geheiratet.|1
Wir haben Tom unser Auto verkauft.|1
Wir haben Tom nicht geholfen.|1
Wir haben Tom nicht gefunden.|1
Wir haben Tom gerade entlassen.|1
Wir haben Tom gefunden.|1
Wir haben Tom einen unserer Wagen verkauft.|1
Wir haben Tom einen unserer Wagen verkauft.|1
Wir haben Tom dazu gebracht.|1
Wir haben Tom darum gebeten.|1
Wir haben so viel, wofür es sich zu leben lohnt.|2
Wir haben sogar Farbfernsehen.|1
Wir haben sie tanzen gesehen.|1
Wir haben sehr jung geheiratet.|1
Wir haben schon seit Ewigkeiten nichts mehr von Tom gehört.|2
Wir haben Pizza mit Kartoffeln und eingelegten Gurken bestellt.|2
Wir haben Pfannkuchen zum Frühstück gemacht.|1
Wir haben nur drei Stunden Zeit.|1
Wir haben noch nicht alle Notwendigkeiten erledigt.|1
Wir haben noch knapp über eine Woche Zeit.|1
Wir haben nie über Religion gesprochen.|1
Wir haben niemanden, der uns hilft.|1
Wir haben nie die Hoffnung aufgegeben.|1
Wir haben nicht viel Wasser.|1
Wir haben nicht viel Geld.|1
Wir haben nichts zu trinken.|1
Wir haben nichts zu essen außer Äpfeln.|1
Wir haben nichts mit ihnen zu tun.|1
Wir haben nichts außer Äpfeln zu essen.|1
Wir haben nichts als Nebel gesehen.|1
Wir haben nicht mehr viel Zeit.|1
Wir haben nicht gut gespielt.|1
Wir haben nicht genug Zeit, um bis zum Winter noch eine Scheune zu bauen.|2
Wir haben nicht fertig zu Abend gegessen.|1
Wir haben mit links gewonnen, weil die anderen Spieler schwach waren.|2
Wir haben mit lauter Stimme gesungen.|1
Wir haben mit dem Rauchen aufgehört.|1
Wir haben letztlich keine Zusage erteilt, dass wir das tun würden.|2
Wir haben kein Transportmittel.|1
Wir haben kein Salz mehr.|1
Wir haben kein Salz mehr.|1
Wir haben kein Festnetz mehr.|1
Wir haben keine Zeit, um darüber zu streiten.|1
Wir haben kein Essen im Haus.|1
Wir haben keine Seife mehr.|1
Wir haben keinen Trockner.|1
Wir haben keine Ahnung, wo er ist.|1
Wir haben jeden Tag zusammen gespielt, als wir Kinder waren.|2
Wir haben immer Hunger.|1
Wir haben ihn dazu gebracht zu gehen.|1
Wir haben ihm gefehlt.|1
Wir haben hier sehr strenge Regeln.|1
Wir haben hier einige Exzentriker.|1
Wir haben heute sechs Stunden.|1
Wir haben heute Abend zwei geile Weiber abgeschleppt.|1
Wir haben getan, was wir konnten.|1
Wir haben gerade erst angefangen.|1
Wir haben gerade ein gutes Team.|1
Wir haben genug Platz.|1
Wir haben gelernt, dass sich die Erde um die Sonne dreht.|2
Wir haben gelernt, dass Englisch eine internationale Sprache ist.|2
Wir haben gar nicht gut gespielt.|1
Wir haben es vermutet.|1
Wir haben es eilig.|1
Wir haben es damit nicht eilig.|1
Wir haben ein Zimmer an unser Haus angebaut.|1
Wir haben einen Präsidenten.|1
Wir haben einen Kollegen in Spanien.|1
Wir haben einen großen Fehler gemacht.|1
Wir haben eine Landkarte.|1
Wir haben eine Katze und einen Hund.|1
Wir haben eine ganze Menge Gemeinsamkeiten.|1
Wir haben eine Falle gelegt, um einen Fuchs zu fangen.|2
Wir haben eine Entscheidung getroffen.|1
Wir haben eigene Pläne.|1
Wir haben dreimal in Folge verloren.|1
Wir haben drei Kriege durchgemacht.|1
Wir haben dort niemanden gesehen.|1
Wir haben dort niemanden gesehen.|1
Wir haben die Tiefe des Flusses gemessen.|1
Wir haben diesen Stuhl umsonst bekommen, weil die Dame nebenan ihn nicht mehr wollte.|2
Wir haben die Polizei noch nicht angerufen.|1
Wir haben die Fassung verloren.|1
Wir haben den Museums- und Ausstellungskomplex besucht.|1
Wir haben den ganzen Tag die Schlüssel gesucht, die Tom verloren hatte.|2
Wir haben den ganzen Tag am Strand verbracht.|1
Wir haben das Spiel letztlich verloren.|1
Wir haben das schon durchgemacht.|1
Wir haben das erst gestern erfahren.|1
Wir haben damit viel Geld verdient.|1
Wir haben damit angefangen.|1
Wir haben bis jetzt keinen Brief von ihm erhalten.|2
Wir haben beide die Gicht.|1
Wir haben beide das Telefon verloren.|1
Wir haben beide das Telefon verloren.|1
Wir haben aus gutem Grund so gehandelt.|1
Wir haben an Tom geglaubt.|1
Wir haben Angst vor Tom.|1
Wir haben alle Zeit der Welt.|1
Wir haben alle Hoffnung verloren, entschädigt zu werden.|1
Wir haben alle beide einen Führerschein.|1
Wir greifen bei Sonnenaufgang an.|1
Wir gewinnen als Mannschaft, und wir verlieren als Mannschaft.|2
Wir gehen, wenn es aufgehört hat zu regnen.|1
Wir gehen, wenn es aufgehört hat zu regnen.|1
Wir gehen um acht Uhr weg.|1
Wir gehen Tom fragen.|1
Wir gehen spazieren, wenn es nicht regnet.|1
Wir gehen spazieren, es sei denn, es regnet.|1
Wir gehen nirgends mehr hin.|1
Wir gehen nicht nach Boston.|1
Wir gehen nicht aus.|1
Wir gehen ins Kino.|1
Wir gehen ihnen aus dem Weg.|1
Wir gehen heute nirgendwo hin.|1
Wir gehen davon aus, dass Tom nächsten Montag kommt.|2
Wir geben niemals die Hoffnung auf.|1
Wir füttern unseren Hund zweimal am Tag.|1
Wir fuhren mit dem Bus von Brüssel nach Paris.|2
Wir freuen uns für Tom.|1
Wir freuen uns alle auf das Konzert.|1
Wir fingen gleichzeitig an.|1
Wir finden möglicherweise nicht, wonach wir suchen.|1
Wir feierten die ganze Nacht.|1
Wirf diese faulen Krummfrüchte weg!|1
Wirf den Ball bitte zu mir!|1
Wir fahren zum Flughafen, um Tom abzuholen.|1
Wir fahren nach Deutschland.|1
Wir fahren mit dem Rad dorthin.|1
Wir fahren gleich morgen früh los.|1
Wir erwarten dieses Jahr eine gute Ernte.|1
Wir erwarten Besuch heute Abend.|1
Wir ermitteln in der Mordsache Tom“.|1
Wir erhielten eine unmittelbare Antwort auf unseren Brief.|1
Wird Weltfrieden durch Freundschaft möglich gemacht?|1
Wir dürfen nicht zulassen, dass sie Tom umbringen.|1
Wir dürfen Maria nicht sterben lassen!|1
Wir dürfen das Grundgesetz nicht verletzen.|1
Wird Tom das noch tun?|1
Wird man, wenn man stirbt, ein Skelett oder ein Engel?|2
Wird Madonna je aufhören zu singen?|1
Wir diskutierten stundenlang, was wir schreiben sollten.|1
Wir diskutierten offen über das Problem.|1
Wird die Ware verschifft oder per Luftfracht transportiert?|1
Wird die Ware verschifft oder per Luftfracht transportiert?|1
Wird die Bedeutung einer Königin geringer sein als die eines Königs? Warum wird der Mann, den sie heiratet, dadurch nicht König?|3
Wird der Zug planmäßig ankommen?|1
Wird der Zug planmäßig ankommen?|1
Wird auch Deutsch gesprochen?|1
Wir dachten, Sie könnten uns vielleicht helfen.|1
Wir dachten, ihr wüsstet es.|1
Wir dachten, ihr könntet uns vielleicht helfen.|1
Wir dachten, du könntest uns vielleicht helfen.|1
Wir dachten, dass wir ihn nicht würden aufhalten können.|2
Wir dachten, dass du schliefst.|1
Wir bringen dich nach Hause.|1
Wir brauchen Taten, keine Worte.|1
Wir brauchen nur Wasser.|1
Wir brauchen mehr Bier.|1
Wir brauchen keine Freiwilligen mehr.|1
Wir brauchen eine Säge.|1
Wir brauchen eine Presse, die nicht durch Zensur seitens der Regierung behindert wird.|2
Wir brauchen einen Hebel, wenn wir das hochheben wollen.|2
Wir brauchen einen erfahrenen Fährtenleser, um das verlorene Kind zu finden.|2
Wir brauchen eine große Ausdauer, um zehntausend Meter zu laufen.|2
Wir brauchen diese Regeln nicht.|1
Wir blieben zu Hause.|1
Wir blieben zu Hause, weil es sehr kalt war.|2
Wir blieben im Wagen.|1
Wir blieben einige Monate in Boston.|1
Wir bitten Tom um Erlaubnis.|1
Wir bezweifeln gar nicht, was du sagst.|1
Wir bezahlen pünktlich unsere Rechnungen.|1
Wir besuchten den Museums- und Ausstellungskomplex.|1
Wir bestreichen unser Brot mit Butter.|1
Wir besprachen das Problem.|1
Wir beschlossen, drinnen zu bleiben, denn es regnete.|1
Wir beschlossen, drinnen zu bleiben, denn es regnete.|1
Wir bereuten unseren Entschluss.|1
Wir bemerkten Tom, der allein unter einem Baum saß.|2
Wir bekommen morgen einen neuen Lehrer.|1
Wir bekommen morgen eine neue Lehrerin.|1
Wir bekommen ein Kind.|1
Wir beginnen ein neues Leben.|1
Wir befinden uns im Krieg mit Australien.|1
Wir bauten unsere Zelte auf bevor es dunkel wurde.|2
Wir aßen zu Mittag.|1
Wir arbeiten für die Ewigkeit, nicht für den Augenblick.|2
Wir alle wissen, dass Hunde gerne auf Knochen herumkauen.|2
Wir alle wissen, dass Hunde gerne auf Knochen herumkauen.|2
Wir alle waren mit dem System nicht zufrieden.|1
Wir alle sind Gefangene.|1
Wir alle mögen Sie sehr.|1
Wir alle mögen Sie sehr.|1
Wir alle mögen euch sehr.|1
Wir alle mögen euch sehr.|1
Wir alle mögen dich sehr.|1
Wir alle mögen dich sehr.|1
Wir achten unsere Lehrer.|1
Windräder vor der Küste sind viel effizienter, weil die Windgeschwindigkeiten in der Regel höher und beständiger denn an Land sind und selbst eine kleine Zunahme zu einem großen Gewinn bei der Energieerzeugung führt.|3
Willst du nicht mit einem Rechtsanwalt sprechen?|1
Willst du nicht auf die Party?|1
Willst du mich wirklich hier allein lassen?“ – Nein, natürlich nicht.“|2
Willst du mich ärgern?|1
Willst du meine Hilfe oder nicht?|1
Willst du ihm sagen, du liebst ihn?|1
Willst du etwas zum Trinken?|1
Willst du entlassen werden?|1
Willst du ein Kunststück sehen?|1
Willst du das riskieren?|1
Willst du damit sagen, Tom kommt gar nicht aus Boston?|2
Willst du damit sagen, dass ich dich nicht anrufen soll?“ – Aber nein! Bitte ruf mich an, wann immer du willst!“|3
Willst du damit sagen, dass du noch nie einen Panda gesehen hast?|2
Willst du bestimmt nicht auf Tom warten?|1
Willst du aus der Disko geworfen werden?|1
Willkommen zur langen Nacht des Käses und des Weines.|2
Willkommen in Berlin! Guten Flug gehabt?|1
Wie zieht ein Springer?|1
Wie wurde Tom ermordet?|1
Wie wird man eine schlechte Angewohnheit los?|1
Wie wird es gemacht?|1
Wie weit müssen wir noch gehen, bis wir uns eingestehen, dass wir uns verirrt haben?|2
Wie weit ist es von Japan bis nach Algerien?|2
Wie war euer Aufenthalt?|1
Wie war es heute in der Schule?|1
Wie wäre es, wenn wir nach der Feier zu mir gingen?|2
Wie wäre es, wenn wir ins Kino gingen?|1
Wie wäre es, wenn ich das tue?|1
Wie wäre es mit morgen Nacht?|1
Wie wäre dir zumute, wenn ich so etwas zu dir sagen würde?|2
Wie war dein Aufenthalt?|1
Wie viel Zeit verbringen Sie auf Facebook?|1
Wie viel Zeit sparen wir dadurch?|1
Wie viel schulde ich euch für die Eintrittskarte?|1
Wievielmal am Tag wäschst du dir die Hände?|1
Wie viel kostet das teuerste Auto?|1
Wie viel kostet das?|1
Wie viel kosten diese Brillen?|1
Wie viel Jungs sind in dieser Klasse?|1
Wie viel ist ein durchschnittliches Haus in deiner Gegend wert?|2
Wie viel ist das insgesamt?|1
Wie viel Geld sind wir ihnen schuldig?|1
Wie viel Geld kostet ein solches Kellerfenster?|1
Wie viele verschiedene Spielfiguren gibt es beim japanischen Schach?|2
Wie viele Tassen Kaffee trinkt ihr am Tag?|1
Wie viele Tassen Kaffee am Tag trinkst du durchschnittlich?|2
Wie viele Tassen Kaffee am Tag trinken Sie durchschnittlich?|2
Wie viele Tage hat der Februar?|1
Wie viele Sterne gibt es in unserer Milchstraße?|1
Wie viele Slipeinlagen brauchen Sie am Tag?|1
Wie viele Seiten hast du heute übersetzt?|1
Wie viele Schüler gibt es in deiner Klasse?|1
Wie viele Romane hast du letztes Jahr gelesen?|1
Wie viele Packungen Zigaretten rauchen Sie täglich?|1
Wie viele Mützen besitzt du?|1
Wie viele möchten mit uns schwimmen gehen?|1
Wie viele Menschen befinden sich derzeit im Weltall?|1
Wie viele Masten hat dieses Schiff?|1
Wie viele Masten hat dieses Schiff?|1
Wie viele Löffel Zucker tust du normalerweise in deinen Tee?|2
Wie viele Leute siehst du?|1
Wie viele Katzen habt ihr denn?|1
Wie viele Kanji gibt es?|1
Wie viele Jahrzehnte wohnt ihr schon in diesem Haus?|2
Wie viele Jahrzehnte wohnst du schon in diesem Haus?|2
Wie viele Jahrzehnte wohnen Sie schon in diesem Haus?|2
Wie viele Jahre willst du diesen Wagen noch fahren?|2
Wie viele Jahren waren Tom und Maria in Boston?|2
Wie viele Jahre hat es gedauert, die Pyramiden zu bauen?|2
Wie viele Jahre hast du Französisch studiert?|1
Wie viele Hunde habt ihr denn?|1
Wie viele Hunde gibt es in deiner Wohngegend?|1
Wie viele Geschwister hast du?|1
Wie viele Frauen arbeiten hier?|1
Wie viele Fotos sind in diesem Album?|1
Wie viele Finger halte ich hoch?|1
Wie viele enge Freunde hast du?|1
Wie viele Einwohner hat diese Stadt?|1
Wie viele chinesische Schriftzeichen gibt es?|1
Wie viele arbeiten hier?|1
Wie viel Bares haben Sie?|1
Wie viel Alkohol trinken Sie normalerweise?|1
Wie verstehst du dich mit deinen Eltern?|1
Wie verbreitet ist intelligentes Leben?|1
Wie übersetzt man Pfirsichbäumchen“ ins Berberische?|1
Wie triffst du deine Entscheidungen?|1
Wie teuer ist der Busfahrschein?|1
Wie taut man am besten Rindfleisch auf?|1
Wie spricht man das aus?|1
Wieso willst du im Ausland studieren?|1
Wieso machst du das nicht?|1
Wie soll ich hereinkommen?|1
Wie sollen wir das den Kindern erklären?|1
Wieso ist der Himmel blau?|1
Wieso hast du die Bank rot gestrichen?|1
Wieso hängen die Leute Sportschuhe auf Stromleitungen?|1
Wieso greifen wir nicht an?|1
Wieso fangen wir nicht gleich jetzt an?|1
Wieso brauchst du so viel?|1
Wieso ärgert er sich über so etwas?|1
Wie siehst du diese Angelegenheit?|1
Wie seid ihr an diese seltenen Bücher gekommen?|1
Wie sehen Sie diese Angelegenheit?|1
Wie sehen die aus?|1
Wie schwer ist es für jemanden, der Portugiesisch spricht, Spanisch zu lernen?|2
Wie schreibt man einen guten Lebenslauf?|1
Wie schön du bist!|1
Wie schnell kommt ein Ruderboot voran?|1
Wie schnell kommt ein Ruderboot voran?|1
Wie schnell der Hund rennt!|1
Wie schmeckt dir der Kuchen?“ – Der ist ein bisschen dröge, aber sonst schmeckt er gut.“|2
Wie schafft es Tom nur, so viel zu laufen? Dem müssen doch die Knie weh tun.|2
Wie schaffen die es, so billig Häuser zu bauen?|2
Wie schaffe ich es, rechtzeitig fertig zu werden?|1
Wie sagt man XXX auf Niederländisch?|1
Wie rücksichtsvoll von dir!|1
Wie oft trinken Sie Alkohol?|1
Wie oft musst du dein Handy laden?|1
Wie oft hast du Urlaub im Jahr?|1
Wie oft hast du das schon gemacht?|1
Wie oft habt ihr letzte Woche mit Tom gesprochen?|2
Wie oft haben Sie erbrochen?|1
Wie lautet die Befehlsform von haber“?|1
Wie läuft’s mit deinem Freund?|1
Wie läuft dein Projekt?|1
Wie lang planst du wach zu bleiben?|1
Wie lang ist dieser Fluss?|1
Wie lang ist die Grenze zwischen Deutschland und Österreich?|2
Wie lange wollen wir ihn reden lassen, bevor er sich völlig zum Narren macht?|2
Wie lange wird es dauern, bis der Fehler bemerkt wird?|2
Wie lange werdet ihr hierbleiben?|1
Wie lange war Tom dort?|1
Wie lange waren Sie schon krank, bevor Sie zum Arzt gegangen sind?|2
Wie lange sind Sie fort gewesen?|1
Wie lange musst du in Boston bleiben?|1
Wie lange lernt Tom schon Französisch?|1
Wie lange lebst du schon in Schweden?|1
Wie lange ist es her, dass Sie beim Zahnarzt waren?|2
Wie lange ist das her, seit wir uns gesehen haben?|2
Wie lange hast du mit Tom gesprochen?|1
Wie lange hast du dafür gebraucht?“ – Nur eine halbe Stunde.“|2
Wie lange habt ihr mit Tom gesprochen?|1
Wie lange haben Sie mit Tom gesprochen?|1
Wie lange haben Sie geöffnet?|1
Wie lange, glaubst du, dauert es, nach Boston zu kommen?|2
Wie lange dauert es noch, bis wir unser Ziel erreichen?|2
Wie lange dauert es, die Arbeit zu beenden?|1
Wie lange braucht ihr, um morgens fertig zu werden?|2
Wie lange braucht ein Tierarzt, um ein Pferd zu untersuchen?|2
Wie lange brauchen wir?|1
Wie lange bleibt Tom?|1
Wie lange bist du fort gewesen?|1
Wie lange arbeitet Tom schon als Französischlehrer?|1
Wie könnt ihr so viel essen?|1
Wie könnte Tom uns das antun?|1
Wie konntest du nur?|1
Wie konntest du mir so etwas antun?|1
Wie konnte ich nur so töricht sein!|1
Wie könnte ich es ändern?|1
Wie könnte ich dich je vergessen!|1
Wie konnte das passieren?|1
Wie können wir das beweisen?|1
Wie können Delphine Sardinen fressen, wenn sie nicht einmal die Dose aufbekommen?|2
Wie kommt's, dass du immer zu spät bist?|1
Wie kommt es denn, dass Tom so deprimiert aussieht?|2
Wie kommst du mit Tom aus?|1
Wie kommst du darauf, dass Tom das nie getan hat?|2
Wie kommst du darauf, dass sich alle Welt gegen dich verschworen hätte?|2
Wie kommst du darauf, dass es bei euch zu Hause spukt?|2
Wie komme ich von hier zum Zoo?|1
Wie kannst du es wagen, mich ans Ende dieses Satzes zu verbannen?“, fragte Tom.|2
Wie kann ich Tom dazu bringen, mehr Zeit mit mir zu verbringen?|2
Wie kann ich meinen Lebenslauf ausdrucken?|1
Wie kann ich mein Englisch verbessern?|1
Wie kann ich klüger werden?|1
Wie kann ich dir sonst noch helfen?|1
Wie kam Tom nur auf den Gedanken, Maria müsste das nicht?|2
Wie kam diese Entscheidung zustande?|1
Wie kalt ist es in Kanada?|1
Wie jeder, der irgendwas weiß, bin ich voll Zweifel.|2
